SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2189 Market St #7,San Francisco,CA,94114,975000,2,1.0,San Francisco,770,8182,2002,1,1266,611,Active,,,http://www.redfin.com/CA/San-Francisco/2189-Market-St-94114/unit-7/home/1528790,San Francisco MLS,421553863,N,Y,37.7658753,-122.4306438
MLS Listing,,Condo/Co-op,1584 48th Ave Unit A,San Francisco,CA,94122,895000,1,1.0,San Francisco,739,2675,1973,6,1211,200,Active,,,http://www.redfin.com/CA/San-Francisco/1584-48th-Ave-94122/unit-A/home/635853,San Francisco MLS,421548664,N,Y,37.7569033,-122.507582
MLS Listing,,Single Family Residential,1461 Kansas St,San Francisco,CA,94107,1095000,2,1.0,San Francisco,946,2500,,7,1158,,Active,,,http://www.redfin.com/CA/San-Francisco/1461-Kansas-St-94107/home/738988,San Francisco MLS,421547622,N,Y,37.751169,-122.401927
MLS Listing,,Multi-Family (2-4 Unit),1527 - 1529 12th Ave,San Francisco,CA,94122,1798000,6,2.5,San Francisco,2400,2996,1946,8,749,,Active,,,http://www.redfin.com/CA/San-Francisco/1527-12th-Ave-94122/home/1595972,San Francisco MLS,421547307,N,Y,37.7596008,-122.469552
MLS Listing,,Condo/Co-op,250 King St #1214,San Francisco,CA,94107,869000,1,1.0,San Francisco,962,213232,2004,13,903,862,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-1214/home/12401997,San Francisco MLS,421545142,N,Y,37.7781222,-122.3932903
MLS Listing,,Single Family Residential,2037 14th Ave,SAN FRANCISCO,CA,94116,1399000,2,1.0,SAN FRANCISCO,1075,2068,1947,14,1301,,Active,,,http://www.redfin.com/CA/San-Francisco/2037-14th-Ave-94116/home/649465,MLSListings,ML81842407,N,Y,37.7500531,-122.4711598
MLS Listing,,Single Family Residential,1403 Hudson Ave,San Francisco,CA,94124,1998000,4,2.5,San Francisco,3282,3424,2007,14,609,,Active,,,http://www.redfin.com/CA/San-Francisco/1403-Hudson-Ave-94124/home/21967406,San Francisco MLS,421543439,N,Y,37.737751,-122.384753
MLS Listing,,Condo/Co-op,388 Fulton St #405,SAN FRANCISCO,CA,94102,898000,2,1.0,SAN FRANCISCO,720,,2016,15,1247,639,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-405/home/105419644,MLSListings,ML81842102,N,Y,37.7790326,-122.4231449
MLS Listing,,Condo/Co-op,248 Myrtle St,San Francisco,CA,94109,875000,2,1.0,San Francisco,975,3828,1900,16,897,461,Active,,,http://www.redfin.com/CA/San-Francisco/248-Myrtle-St-94109/home/1491675,San Francisco MLS,421544867,N,Y,37.7852487,-122.4221514
MLS Listing,,Single Family Residential,4353 17th St,San Francisco,CA,94114,899000,1,1.0,San Francisco,685,1123,1909,16,1312,,Active,,,http://www.redfin.com/CA/San-Francisco/4353-17th-St-94114/home/1299551,San Francisco MLS,421544792,N,Y,37.7619358,-122.4417445
MLS Listing,,Condo/Co-op,1268 Dolores St,SAN FRANCISCO,CA,94110,1389000,2,2.0,SAN FRANCISCO,1267,2473,2012,18,1096,232,Active,,,http://www.redfin.com/CA/San-Francisco/1268-Dolores-St-94110/home/40454946,MLSListings,ML81841792,N,Y,37.7490964,-122.4252083
MLS Listing,,Multi-Family (2-4 Unit),82 Landers St,San Francisco,CA,94114,2195000,3,3.0,San Francisco,2117,3125,1903,52,1037,,Active,,,http://www.redfin.com/CA/San-Francisco/82-Landers-St-94114/home/1093547,San Francisco MLS,421532622,N,Y,37.7665349,-122.4280219
MLS Listing,,Single Family Residential,542 Rhode Island St,San Francisco,CA,94107,2398000,3,2.0,San Francisco,,2500,1938,54,,,Active,,,http://www.redfin.com/CA/San-Francisco/542-Rhode-Island-St-94107/home/727244,San Francisco MLS,421531300,N,Y,37.7628828,-122.4026251
MLS Listing,,Condo/Co-op,5800 3Rd St #1211,San Francisco,CA,94124,680000,1,1.0,Portola District,817,,2010,89,832,432,Active,,,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1211/home/40625857,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40938478,N,Y,37.7253452,-122.3948096
MLS Listing,,Single Family Residential,19 Vista View Ct,San Francisco,CA,94124,899000,3,2.0,San Francisco,1594,,,1,564,426,Active,,,http://www.redfin.com/CA/San-Francisco/19-Vistaview-Ct-94124/home/750408,San Francisco MLS,421553398,N,Y,37.7336117,-122.395445
MLS Listing,,Condo/Co-op,1241 Francisco St,San Francisco,CA,94123,1795000,2,1.5,San Francisco,1450,18906,1923,1,1238,917,Active,,,http://www.redfin.com/CA/San-Francisco/1241-Francisco-St-94123/home/12354505,San Francisco MLS,421548814,N,Y,37.8028752,-122.4255877
MLS Listing,,Condo/Co-op,35 Dolores St #401,San Francisco,CA,94103,1695000,2,2.0,San Francisco,1227,19819,2015,1,1381,661,Active,,,http://www.redfin.com/CA/San-Francisco/35-Dolores-St-94103/unit-401/home/175158562,San Francisco MLS,421553848,N,Y,37.7686054,-122.4265343
MLS Listing,,Single Family Residential,3511 Jackson St,San Francisco,CA,94118,7350000,4,4.5,San Francisco,,3192,1912,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/3511-Jackson-St-94118/home/1297034,San Francisco MLS,421542440,N,Y,37.7899,-122.4530711
MLS Listing,,Single Family Residential,2511 Broadway St,San Francisco,CA,94115,11500000,6,4.5,San Francisco,,5601,1900,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/2511-Broadway-94115/home/567018,San Francisco MLS,421541636,N,Y,37.7934793,-122.4388083
MLS Listing,,Condo/Co-op,909 Union,San Francisco,CA,94133,1695000,3,2.0,San Francisco,1425,,,1,1189,495,Active,,,http://www.redfin.com/CA/San-Francisco/909-Union-St-94133/home/148059624,San Francisco MLS,421547344,N,Y,37.7996445,-122.4144454
MLS Listing,,Condo/Co-op,1921 Grant Ave,San Francisco,CA,94133,1595000,2,2.0,San Francisco,1473,2021,1907,1,1083,400,Active,,,http://www.redfin.com/CA/San-Francisco/1921-Grant-Ave-94133/home/109464563,San Francisco MLS,421552079,N,Y,37.8047074,-122.4086131
MLS Listing,,Multi-Family (2-4 Unit),1647 Grant Ave,San Francisco,CA,94133,3695000,14,4.5,San Francisco,4065,1200,1908,1,909,,Active,,,http://www.redfin.com/CA/San-Francisco/1647-Grant-Ave-94133/home/1991366,San Francisco MLS,421553763,N,Y,37.80215,-122.408066
MLS Listing,,Condo/Co-op,3322 22nd St,San Francisco,CA,94110,1395000,2,1.0,San Francisco,1238,2508,1900,1,1127,350,Active,,,http://www.redfin.com/CA/San-Francisco/3322-22nd-St-94110/home/17305537,San Francisco MLS,421548545,N,Y,37.75551,-122.421609
MLS Listing,,Single Family Residential,470 Paris St,San Francisco,CA,94112,1199000,2,1.5,San Francisco,1370,1550,1915,1,875,,Active,,,http://www.redfin.com/CA/San-Francisco/470-Paris-St-94112/home/1176908,San Francisco MLS,421547782,N,Y,37.7213556,-122.4354371
MLS Listing,,Condo/Co-op,199 New Montgomery St #1301,San Francisco,CA,94105,1195000,2,2.0,San Francisco,,12848,2004,1,,716,Active,,,http://www.redfin.com/CA/San-Francisco/199-New-Montgomery-St-94105/unit-1301/home/12401611,San Francisco MLS,421553249,N,Y,37.7866287,-122.3991624
MLS Listing,,Condo/Co-op,818 Van Ness Ave #509,San Francisco,CA,94109,599000,1,1.0,San Francisco,724,9810,2008,1,827,665,Active,,,http://www.redfin.com/CA/San-Francisco/818-Van-Ness-Ave-94109/unit-509/home/40138566,San Francisco MLS,421547103,N,Y,37.783203,-122.4205684
MLS Listing,,Condo/Co-op,72 Townsend St #702,San Francisco,CA,94107,1599000,2,2.0,San Francisco,,,,1,,900,Active,,,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-702/home/102283789,San Francisco MLS,421542153,N,Y,37.7812595,-122.3902125
MLS Listing,,Condo/Co-op,425 1st St #4705,San Francisco,CA,94105,1000000,1,1.0,San Francisco,710,56024,2008,1,1408,1066,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-4705/home/17306405,San Francisco MLS,421553743,N,Y,37.785708,-122.392204
MLS Listing,,Single Family Residential,230 Rhine St,SAN FRANCISCO,CA,94112,998000,5,4.5,SAN FRANCISCO,1541,2500,1924,1,648,,Active,,,http://www.redfin.com/CA/San-Francisco/230-Rhine-St-94112/home/1274892,MLSListings,ML81844543,N,Y,37.7082888,-122.4622594
MLS Listing,,Single Family Residential,1942 44th Ave,San Francisco,CA,94116,1688000,5,3.0,San Francisco,1631,3000,1945,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/1942-44th-Ave-94116/home/893704,MetroList,421553660,N,Y,37.7503841,-122.5028397
MLS Listing,,Multi-Family (2-4 Unit),180 3rd St,San Francisco,CA,94118,3500,3,,San Francisco,1400,3000,,1,3,,Active,,,http://www.redfin.com/CA/San-Francisco/180-3rd-Ave-94118/home/603024,San Francisco MLS,421553688,N,Y,37.7851983,-122.4612092
MLS Listing,,Condo/Co-op,926 Grove St #6,San Francisco,CA,94117,1498000,2,1.5,San Francisco,1130,8619,2004,1,1326,534,Active,,,http://www.redfin.com/CA/San-Francisco/926-Grove-St-94117/unit-6/home/1399575,San Francisco MLS,421553659,N,Y,37.7769909,-122.4321664
MLS Listing,,Multi-Family (2-4 Unit),909 - 911 Broderick St,San Francisco,CA,94115,2100000,4,1.0,San Francisco,2300,2186,1920,1,913,,Active,,,http://www.redfin.com/CA/San-Francisco/909-Broderick-St-94115/home/1877544,San Francisco MLS,421553514,N,Y,37.7787107,-122.440533
MLS Listing,,Multi-Family (2-4 Unit),1632 - 1638 Post St,San Francisco,CA,94115,3000000,5,,San Francisco,4500,3125,1958,1,667,,Active,,,http://www.redfin.com/CA/San-Francisco/1632-Post-St-94115/home/175156962,San Francisco MLS,421553619,N,Y,37.785967,-122.428786
MLS Listing,,Single Family Residential,207 Brussels St,San Francisco,CA,94134,1288000,6,4.0,San Francisco,1675,2359,1923,1,769,,Active,,,http://www.redfin.com/CA/San-Francisco/207-Brussels-St-94134/home/775422,San Francisco MLS,421553617,N,Y,37.7294088,-122.406298
MLS Listing,,Single Family Residential,954 GIRARD St,San Francisco,CA,94134,599000,3,2.5,Portola,1100,3000,1925,1,545,,Active,,,http://www.redfin.com/CA/San-Francisco/954-Girard-St-94134/home/1821819,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40950429,N,Y,37.7206238,-122.4020609
MLS Listing,,Single Family Residential,1469 Palou Ave,San Francisco,CA,94124,998888,4,2.0,San Francisco,2362,2996,1900,1,423,,Active,,,http://www.redfin.com/CA/San-Francisco/1469-Palou-Ave-94124/home/747673,San Francisco MLS,421553559,N,Y,37.7324071,-122.3886318
MLS Listing,,Single Family Residential,1057 Treat Ave,SAN FRANCISCO,CA,94110,1299000,2,2.0,SAN FRANCISCO,1617,3184,1900,1,803,,Active,,,http://www.redfin.com/CA/San-Francisco/1057-Treat-Ave-94110/home/722025,MLSListings,ML81844450,N,Y,37.7532766,-122.4127504
MLS Listing,,Condo/Co-op,349 South Van Ness Ave #1,San Francisco,CA,94103,775000,2,1.0,San Francisco,765,,1917,1,1013,377,Active,,,http://www.redfin.com/CA/San-Francisco/349-S-Van-Ness-Ave-94103/unit-1/home/173078497,San Francisco MLS,421552186,N,Y,37.7676827,-122.4175037
MLS Listing,,Condo/Co-op,855 Folsom St #519,San Francisco,CA,94107,1595000,2,2.0,San Francisco,1396,55687,2001,1,1143,822,Active,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-519/home/12398114,San Francisco MLS,421548493,N,Y,37.7808956,-122.4019503
MLS Listing,,Single Family Residential,2232 Jackson St,San Francisco,CA,94115,4200000,3,2.5,San Francisco,2174,3192,1900,1,1932,,Active,,,http://www.redfin.com/CA/San-Francisco/2232-Jackson-St-94115/home/1180677,San Francisco MLS,421553461,N,Y,37.793075,-122.4319583
MLS Listing,,Multi-Family (2-4 Unit),937 Howard St,San Francisco,CA,94103,3300,6,,San Francisco,2800,1500,1907,1,1,,Active,,,http://www.redfin.com/CA/San-Francisco/937-Howard-St-94103/home/1939200,San Francisco MLS,421553488,N,Y,37.7806484,-122.405601
MLS Listing,,Condo/Co-op,401 Harrison St Unit 7F,San Francisco,CA,94105,1295000,2,2.0,San Francisco,1243,,2016,1,1042,1404,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-7F/home/112335667,San Francisco MLS,421553484,N,Y,37.7864989,-122.3921487
MLS Listing,,Single Family Residential,30 Elsie St,San Francisco,CA,94110,1895000,3,2.0,San Francisco,1900,1750,1907,1,997,,Active,,,http://www.redfin.com/CA/San-Francisco/30-Elsie-St-94110/home/1631173,San Francisco MLS,421553376,N,Y,37.7444857,-122.4168069
MLS Listing,,Single Family Residential,1638 44th Ave,San Francisco,CA,94122,1195000,2,1.0,San Francisco,1195,2996,1940,1,1000,,Active,,,http://www.redfin.com/CA/San-Francisco/1638-44th-Ave-94122/home/1943411,San Francisco MLS,421553417,N,Y,37.7560442,-122.5032745
MLS Listing,,Condo/Co-op,329 Bay St #307,San Francisco,CA,94133,1290000,2,2.0,San Francisco,1225,8580,2007,1,1053,,Active,,,http://www.redfin.com/CA/San-Francisco/329-Bay-St-94133/unit-307/home/21967118,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40950377,N,Y,37.8055104,-122.4126562
MLS Listing,,Single Family Residential,675 - 677 6th Ave,San Francisco,CA,94118,1799000,5,3.0,San Francisco,2750,2996,1907,1,654,,Active,,,http://www.redfin.com/CA/San-Francisco/675-6th-Ave-94118/home/1948875,San Francisco MLS,421553349,N,Y,37.7758402,-122.4642381
MLS Listing,,Condo/Co-op,1177 California St #201,San Francisco,CA,94108,899000,1,1.0,San Francisco,,,1978,1,,1263,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-201/home/549691,San Francisco MLS,421553480,N,Y,37.7913209,-122.4137552
MLS Listing,,Condo/Co-op,1868 Van Ness Ave #505,San Francisco,CA,94109,950000,1,1.0,San Francisco,688,9202,2017,1,1381,660,Active,,,http://www.redfin.com/CA/San-Francisco/1868-Van-Ness-Ave-94109/unit-505/home/125806088,San Francisco MLS,421553176,N,Y,37.7929464,-122.422437
MLS Listing,,Multi-Family (5+ Unit),669 Ellis St,San Francisco,CA,94109,3200000,2,,San Francisco,7654,2363,1909,1,418,,Active,,,http://www.redfin.com/CA/San-Francisco/669-Ellis-St-94109/home/1029801,San Francisco MLS,421553478,N,Y,37.7841331,-122.4171498
MLS Listing,,Condo/Co-op,3131 Pierce St #301,San Francisco,CA,94123,1649000,2,2.0,San Francisco,,,,1,,1082,Active,,,http://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-301/home/175155414,San Francisco MLS,421553477,N,Y,37.7989774,-122.4394952
MLS Listing,,Condo/Co-op,3131 Pierce St #406,San Francisco,CA,94123,1649000,2,2.0,San Francisco,,,,1,,1055,Active,,,http://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-406/home/175155344,San Francisco MLS,421553472,N,Y,37.7989774,-122.4394952
MLS Listing,,Condo/Co-op,858 Capp St #7,San Francisco,CA,94110,1699000,2,2.0,San Francisco,1361,,2021,1,1248,471,Active,,,http://www.redfin.com/CA/San-Francisco/858-Capp-St-94110/unit-7/home/175155210,San Francisco MLS,421553464,N,Y,37.7529271,-122.4176769
MLS Listing,,Single Family Residential,1837 21st Ave,San Francisco,CA,94122,2200000,7,4.0,San Francisco,2940,2996,1931,1,748,,Active,,,http://www.redfin.com/CA/San-Francisco/1837-21st-Ave-94122/home/2018771,San Francisco MLS,421551255,N,Y,37.7534205,-122.4788653
MLS Listing,,Condo/Co-op,140 South Van Ness Ave #310,San Francisco,CA,94103,735000,1,1.0,San Francisco,795,43147,2002,2,925,550,Active,,,http://www.redfin.com/CA/San-Francisco/140-S-Van-Ness-Ave-94103/unit-310/home/1170133,San Francisco MLS,421553387,N,Y,37.7716556,-122.418809
MLS Listing,,Multi-Family (2-4 Unit),4119/4121 Irving St,SAN FRANCISCO,CA,94122,1398888,4,2.0,SAN FRANCISCO,2647,2495,1955,2,528,,Active,,,http://www.redfin.com/CA/San-Francisco/4121-Irving-St-94122/home/175154128,MLSListings,ML81844352,N,Y,37.7623455,-122.5022562
MLS Listing,,Condo/Co-op,8100 Oceanview Ter #115,San Francisco,CA,94132,629000,1,1.0,San Francisco,755,,,2,833,578,Active,,,http://www.redfin.com/CA/San-Francisco/8100-Oceanview-Ter-94132/unit-115/home/1151921,San Francisco MLS,421547673,N,Y,37.7101487,-122.4668222
MLS Listing,,Condo/Co-op,888 7th St Unit LL-45,San Francisco,CA,94107,828000,1,1.5,San Francisco,714,95280,2007,2,1160,435,Active,,,http://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-LL-45/home/17305929,BAREIS,421546087,N,Y,37.7705534,-122.4004057
MLS Listing,,Multi-Family (2-4 Unit),65 - 67 Broad St,San Francisco,CA,94112,1495000,5,2.0,San Francisco,2750,3123,1900,2,544,,Active,,,http://www.redfin.com/CA/San-Francisco/65-Broad-St-94112/home/828975,San Francisco MLS,421552176,N,Y,37.7129161,-122.4551776
MLS Listing,,Condo/Co-op,1268 Lombard St #2,San Francisco,CA,94109,3299000,3,2.0,San Francisco,,4261,2013,2,,646,Active,,,http://www.redfin.com/CA/San-Francisco/1268-Lombard-St-94109/unit-2/home/52208350,San Francisco MLS,421551418,N,Y,37.8018501,-122.4224317
MLS Listing,,Single Family Residential,218 Cambridge St,San Francisco,CA,94134,988000,2,1.0,San Francisco,1162,2374,1947,2,850,,Active,,,http://www.redfin.com/CA/San-Francisco/218-Cambridge-St-94134/home/772237,San Francisco MLS,421553287,N,Y,37.728589,-122.4195722
MLS Listing,,Condo/Co-op,601 Van Ness Ave #45,San Francisco,CA,94102,799000,2,2.0,San Francisco,1093,105806,1983,2,731,1130,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-45/home/1708420,San Francisco MLS,421553187,N,Y,37.7813653,-122.4215253
MLS Listing,,Condo/Co-op,401 Harrison St Unit 24F,San Francisco,CA,94105,1340000,1,1.0,San Francisco,830,,2014,2,1614,1247,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-24F/home/144064232,San Francisco MLS,421553263,N,Y,37.7864989,-122.3921487
MLS Listing,,Condo/Co-op,725 Pine St #307,San Francisco,CA,94108,449000,0,1.0,San Francisco,328,5000,1920,2,1369,615,Active,,,http://www.redfin.com/CA/San-Francisco/725-Pine-St-94108/unit-307/home/17306956,San Francisco MLS,421553203,N,Y,37.7911451,-122.4077504
MLS Listing,,Condo/Co-op,200 Dolores St #11,San Francisco,CA,94103,1799000,2,2.5,San Francisco,1462,8183,2014,2,1231,768,Active,,,http://www.redfin.com/CA/San-Francisco/200-Dolores-St-94103/unit-11/home/69054937,San Francisco MLS,421546943,N,Y,37.766085,-122.4269081
MLS Listing,,Single Family Residential,721 Amazon Ave,San Francisco,CA,94112-3809,895000,3,1.5,Excelsior,1284,2256,1931,2,697,,Active,,,http://www.redfin.com/CA/San-Francisco/721-Amazon-Ave-94112/home/1084980,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40950264,N,Y,37.715102,-122.433968
MLS Listing,,Condo/Co-op,4165 Cesar Chavez,San Francisco,CA,94131,1595000,3,2.0,San Francisco,,,,2,,250,Active,,,http://www.redfin.com/CA/San-Francisco/4165-Cesar-Chavez-94131/home/12243791,San Francisco MLS,421545232,N,Y,37.747102,-122.43274
MLS Listing,,Single Family Residential,1401 Guerrero St,San Francisco,CA,94110,1695000,3,2.0,San Francisco,,,1950,2,,,Active,,,http://www.redfin.com/CA/San-Francisco/1401-Guerrero-St-94110/home/805888,San Francisco MLS,421553201,N,Y,37.7486633,-122.4223264
MLS Listing,,Multi-Family (2-4 Unit),223 - 227 Fair Oaks St,San Francisco,CA,94110,4195000,5,5.5,San Francisco,4000,3746,1885,2,1049,,Active,,,http://www.redfin.com/CA/San-Francisco/223-Fair-Oaks-St-94110/home/1054264,San Francisco MLS,421553196,N,Y,37.7528099,-122.42375
MLS Listing,,Condo/Co-op,1298 Treat Ave,San Francisco,CA,94110,1295000,3,2.0,San Francisco,1250,,1900,2,1036,360,Active,,,http://www.redfin.com/CA/San-Francisco/1298-Treat-Ave-94110/home/12311600,San Francisco MLS,421553169,N,Y,37.7493778,-122.4127122
MLS Listing,,Condo/Co-op,228 Clayton St #2,San Francisco,CA,94117,865000,1,1.0,San Francisco,,2656,1900,2,,300,Active,,,http://www.redfin.com/CA/San-Francisco/228-Clayton-St-94117/unit-2/home/39910696,San Francisco MLS,421548381,N,Y,37.7730791,-122.4490728
MLS Listing,,Single Family Residential,701 Congo St,San Francisco,CA,94131,3395000,4,3.5,San Francisco,3770,4703,2014,2,901,,Active,,,http://www.redfin.com/CA/San-Francisco/701-Congo-St-94131/home/49870536,San Francisco MLS,421552718,N,Y,37.7355333,-122.4420129
MLS Listing,,Condo/Co-op,1087 De Haro St,San Francisco,CA,94107,1099000,2,2.0,San Francisco,1088,4800,1977,2,1010,300,Active,,,http://www.redfin.com/CA/San-Francisco/1087-De-Haro-St-94107/home/1821163,San Francisco MLS,421548790,N,Y,37.756016,-122.400439
MLS Listing,,Single Family Residential,34 Sola Ave,San Francisco,CA,94116,1995000,3,2.5,San Francisco,1991,2949,1935,2,1002,45,Active,,,http://www.redfin.com/CA/San-Francisco/34-Sola-Ave-94116/home/2016584,San Francisco MLS,421548532,N,Y,37.7481278,-122.4603689
MLS Listing,,Multi-Family (2-4 Unit),54 - 56 Williams Ave,San Francisco,CA,94124,899000,4,2.0,San Francisco,1992,1301,1900,3,451,,Active,,,http://www.redfin.com/CA/San-Francisco/54-Williams-Ave-94124/home/1371050,San Francisco MLS,421552207,N,Y,37.7297331,-122.3941009
MLS Listing,,Multi-Family (2-4 Unit),1423 - 1427A Jackson St,San Francisco,CA,94109,2250000,7,4.0,San Francisco,4385,2188,1907,3,513,,Active,,,http://www.redfin.com/CA/San-Francisco/1423-Jackson-St-94109/home/1357064,San Francisco MLS,421552128,N,Y,37.7943193,-122.4185347
MLS Listing,,Condo/Co-op,1880 Bush St,San Francisco,CA,94109,1195000,2,2.0,San Francisco,1154,1903,1900,3,1036,395,Active,,,http://www.redfin.com/CA/San-Francisco/1880-Bush-St-94109/home/21966514,San Francisco MLS,421552138,N,Y,37.7878212,-122.4282761
MLS Listing,,Single Family Residential,1655 Dolores St,San Francisco,CA,94110,3195000,5,4.0,San Francisco,3430,2495,2008,3,931,,Active,,,http://www.redfin.com/CA/San-Francisco/1655-Dolores-St-94110/home/1177590,San Francisco MLS,421552073,N,Y,37.742865,-122.423913
MLS Listing,,Single Family Residential,1037 Noriega St,SAN FRANCISCO,CA,94122,1318000,2,2.0,SAN FRANCISCO,1866,2495,1938,3,706,,Active,,,http://www.redfin.com/CA/San-Francisco/1037-Noriega-St-94122/home/1164103,MLSListings,ML81844192,N,Y,37.7541085,-122.4750624
MLS Listing,,Multi-Family (2-4 Unit),24 Powers Ave,San Francisco,CA,94110,1450000,6,3.0,San Francisco,2315,2500,1961,3,626,,Active,,,http://www.redfin.com/CA/San-Francisco/24-Powers-Ave-94110/unit-C/home/760064,San Francisco MLS,421552149,N,Y,37.7457971,-122.4190523
MLS Listing,,Condo/Co-op,403 Main St Unit 702N,San Francisco,CA,94105,689000,1,1.0,San Francisco,586,29037,1997,3,1176,584,Active,,,http://www.redfin.com/CA/San-Francisco/403-Main-St-94105/unit-702N/home/1821015,San Francisco MLS,421546428,N,Y,37.7880767,-122.3896032
MLS Listing,,Condo/Co-op,854 Capp St #1,San Francisco,CA,94110,2199000,3,3.0,San Francisco,,3062,2019,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/854-Capp-St-94110/unit-1/home/169571337,San Francisco MLS,421548467,N,Y,37.7530122,-122.4177335
MLS Listing,,Condo/Co-op,201 Folsom St Unit 38C,San Francisco,CA,94105,2495000,2,2.0,San Francisco,1495,75406,2016,4,1669,1272,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-38C/home/144064163,San Francisco MLS,421547401,N,Y,37.7887059,-122.3922385
MLS Listing,,Condo/Co-op,451 Kansas St #351,San Francisco,CA,94107,799000,1,1.0,San Francisco,663,80311,2007,4,1205,534,Active,,,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-351/home/23424317,San Francisco MLS,421552167,N,Y,37.7645365,-122.4032786
MLS Listing,,Single Family Residential,3009 Webster St,San Francisco,CA,94123,4250000,4,2.5,San Francisco,2774,2610,,4,1532,,Active,,,http://www.redfin.com/CA/San-Francisco/3009-Webster-St-94123/home/562464,San Francisco MLS,421551286,N,Y,37.798412,-122.434344
MLS Listing,,Single Family Residential,1501 38th Ave,San Francisco,CA,94122,1395000,3,2.0,San Francisco,1700,2062,1939,4,821,,Active,,,http://www.redfin.com/CA/San-Francisco/1501-38th-Ave-94122/home/2016264,San Francisco MLS,421539865,N,Y,37.7587803,-122.4974249
